prmtrID	geneSymbol	baseMean	log2FC	pvalue	fdr	KD.tpm.ave	NC.tpm.ave	perturb_id	KD.geneSymbol	ZScore
chr14_55026949_55027248_-	p002@WDHD1	206.822	-0.171444201238341	0.37199401264559	0.753294052173834	17.601	19.316	ASO_G0272888_AD_07	AC013394.2	-0.204
chr15_83011608_83011907_+	p001@RP11-382A20.7	11.805	0.373754674506773	0.371890784887706	0.753294052173834	1.444	1.051	ASO_G0272888_AD_07	AC013394.2	0.777
chr16_15434357_15434547_+	p002@C16orf45	640.115	-0.132631662809018	0.371661369089022	0.753294052173834	55.848	59.53	ASO_G0272888_AD_07	AC013394.2	0.036
chr19_531746_531908_+	p003@CDC34	23.59	-0.305049588677151	0.371736072362059	0.753294052173834	1.778	2.233	ASO_G0272888_AD_07	AC013394.2	-0.812
chr20_43458427_43458726_+	p002@SRSF6	9.303	0.481889328498021	0.371821293178203	0.753294052173834	1.171	0.827	ASO_G0272888_AD_07	AC013394.2	1.174
chr2_231464613_231464912_+	p001@CATG00000047028.1	8.553	0.388644746215848	0.371812498535179	0.753294052173834	1.045	0.763	ASO_G0272888_AD_07	AC013394.2	0.317
chr6_167826761_167827060_+	p002@MLLT4	172.57	-0.711712223498065	0.371871093864378	0.753294052173834	10.41	16.592	ASO_G0272888_AD_07	AC013394.2	-1.458
chr6_5261376_5261675_+	p002@FARS2	180.389	0.116386670875649	0.371993647443198	0.753294052173834	18.511	16.487	ASO_G0272888_AD_07	AC013394.2	0.811
chr7_64794278_64794577_+	p001@ZNF138	70.905	0.187057139233064	0.371838382941446	0.753294052173834	7.606	6.44	ASO_G0272888_AD_07	AC013394.2	0.598
chr9_122905133_122905317_-	p002@RC3H2	178.381	0.122921875712371	0.371973330451018	0.753294052173834	18.22	16.313	ASO_G0272888_AD_07	AC013394.2	0.95
chrX_153971030_153971329_-	p005@HCFC1	266.909	0.138684239364428	0.371620403752111	0.753294052173834	27.603	24.36	ASO_G0272888_AD_07	AC013394.2	0.884
chr1_46604103_46604402_-	p006@MKNK1	186.497	0.119086283850446	0.372102394246935	0.753447030519852	19.182	17.021	ASO_G0272888_AD_07	AC013394.2	0.643
chr5_55307601_55307768_+	p002@SKIV2L2	54.094	0.20709912413738	0.372124470851483	0.753447030519852	5.837	4.906	ASO_G0272888_AD_07	AC013394.2	0.352
chr6_75602083_75602248_+	p008@SENP6	16.342	0.293242119341691	0.372156154137898	0.753455586963115	1.891	1.469	ASO_G0272888_AD_07	AC013394.2	1.088
chr11_309908_310207_+	p005@IFITM2;p001@IFITM1	13.118	-0.401407814207165	0.372380778072664	0.753559924645278	0.962	1.235	ASO_G0272888_AD_07	AC013394.2	-0.913
chr12_123389133_123389432_+	p005@SETD8	18.162	-0.376603456303636	0.372388285971237	0.753559924645278	1.292	1.721	ASO_G0272888_AD_07	AC013394.2	-0.824
chr15_63057027_63057206_+	p013@TPM1	19.149	-0.313119740931145	0.372280550290273	0.753559924645278	1.487	1.811	ASO_G0272888_AD_07	AC013394.2	-0.448
chr1_21907906_21908205_+	p003@RP11-26H16.1	15.508	-0.43564594462136	0.372326854987941	0.753559924645278	1.093	1.468	ASO_G0272888_AD_07	AC013394.2	-0.624
chr21_32727757_32727960_-	p004@SYNJ1	43.496	0.193802329650909	0.372399917572778	0.753559924645278	4.587	3.963	ASO_G0272888_AD_07	AC013394.2	0.903
chr2_188291603_188291694_+	p003@GULP1	16.02	0.320643316430754	0.372279855372943	0.753559924645278	1.891	1.434	ASO_G0272888_AD_07	AC013394.2	1.105
chr5_83471510_83471652_+	p003@VCAN	154.329	-0.123287246510382	0.372320746072701	0.753559924645278	13.576	14.349	ASO_G0272888_AD_07	AC013394.2	-0.185
chrX_153724236_153724479_-	p004@BCAP31	1587.797	0.137845602382987	0.372445714751512	0.753597025401581	163.597	144.933	ASO_G0272888_AD_07	AC013394.2	0.622
chr11_62531448_62531634_-	p022@AHNAK	19.276	-0.41870113362453	0.372481018822596	0.753612890769804	1.395	1.829	ASO_G0272888_AD_07	AC013394.2	-0.412
chr10_125159807_125160106_-	p008@CTBP2	33.217	-0.23302630519327	0.372908548724617	0.753744190771656	2.672	3.122	ASO_G0272888_AD_07	AC013394.2	-0.047
chr10_15097036_15097275_+	p001@RPP38	68.532	-0.150551928433961	0.37292219505486	0.753744190771656	5.83	6.405	ASO_G0272888_AD_07	AC013394.2	-0.84
chr10_97334574_97334852_-	p002@FRAT2	21.821	0.269403974119183	0.373009300781738	0.753744190771656	2.424	1.978	ASO_G0272888_AD_07	AC013394.2	0.499
chr14_54567015_54567314_+	p004@SAMD4A	160.776	0.147536037336171	0.372701007196252	0.753744190771656	16.695	14.682	ASO_G0272888_AD_07	AC013394.2	1.044
chr15_51737505_51737804_-	p005@LYSMD2	114.259	-0.176838492790175	0.372977729790739	0.753744190771656	9.535	10.703	ASO_G0272888_AD_07	AC013394.2	-0.895
chr15_82809490_82809789_+	p003@WHAMM	102.088	-0.1979270179996	0.372802707434783	0.753744190771656	8.488	9.584	ASO_G0272888_AD_07	AC013394.2	-0.936
chr16_30068868_30069053_+	p016@ALDOA	22.362	-0.365742290806435	0.372767221107783	0.753744190771656	1.681	2.131	ASO_G0272888_AD_07	AC013394.2	-0.721
chr16_3065381_3065521_+	p006@IL32	27.095	-0.251951314430189	0.372886056456445	0.753744190771656	2.201	2.545	ASO_G0272888_AD_07	AC013394.2	-0.683
chr16_68237719_68238018_+	p027@NFATC3	10.711	-0.401774245506557	0.373123283828102	0.753744190771656	0.758	1.02	ASO_G0272888_AD_07	AC013394.2	-0.79
chr17_57085136_57085262_+	p002@AKAP1	104.79	-0.281275475301348	0.373058181786991	0.753744190771656	8.238	9.851	ASO_G0272888_AD_07	AC013394.2	-1.406
chr19_33176728_33177027_-	p001@CATG00000040719.1	37.019	0.214480448282557	0.37296214673344	0.753744190771656	3.94	3.369	ASO_G0272888_AD_07	AC013394.2	0.861
chr1_154974358_154974525_-	p003@SHC1	504.446	-0.10519390978749	0.373177674859652	0.753744190771656	44.722	46.928	ASO_G0272888_AD_07	AC013394.2	-0.552
chr21_15729832_15729996_+	p001@USP25	115.024	-0.202600961001702	0.373068516885406	0.753744190771656	9.571	10.784	ASO_G0272888_AD_07	AC013394.2	-0.519
chr22_20155268_20155438_-	p002@AC006547.14	10.221	0.34856242778088	0.373031266119055	0.753744190771656	1.2	0.918	ASO_G0272888_AD_07	AC013394.2	0.683
chr2_33134558_33134611_+	p009@LTBP1	934.678	0.167096609856257	0.373171878746335	0.753744190771656	98.155	85.233	ASO_G0272888_AD_07	AC013394.2	0.624
chr3_126083974_126084224_-	p004@SLC41A3	313.938	0.170213570012382	0.372666703885004	0.753744190771656	33.054	28.463	ASO_G0272888_AD_07	AC013394.2	1.018
chr3_33132520_33132819_+	p008@CRTAP	8.703	0.398201912780411	0.373109096372721	0.753744190771656	1.049	0.778	ASO_G0272888_AD_07	AC013394.2	0.57
chr4_158769051_158769223_+	p002@FNIP2	34.854	0.224213200137971	0.372932725608584	0.753744190771656	3.765	3.163	ASO_G0272888_AD_07	AC013394.2	0.429
chr4_52659143_52659442_-	p001@USP46	168.544	0.115019296243457	0.372973117038947	0.753744190771656	17.233	15.382	ASO_G0272888_AD_07	AC013394.2	0.64
chr5_175478419_175478718_+	p003@SFXN1	831.906	-0.0833503204740589	0.372599252127691	0.753744190771656	74.803	77.222	ASO_G0272888_AD_07	AC013394.2	-0.538
chr8_144792414_144792713_+	p001@CATG00000101363.1	13.348	-0.321032742503588	0.372888529246917	0.753744190771656	1.069	1.256	ASO_G0272888_AD_07	AC013394.2	-0.795
chrX_103586076_103586375_+	p004@TCEAL4	12.586	-0.403092780616267	0.373097107880368	0.753744190771656	0.948	1.199	ASO_G0272888_AD_07	AC013394.2	-0.874
chrX_154438432_154438731_+	p004@GDI1	12.225	-0.399923311872331	0.37312206938116	0.753744190771656	0.923	1.166	ASO_G0272888_AD_07	AC013394.2	-0.932
chr3_12158762_12159061_-	p003@TIMP4	72.333	0.163345554097531	0.373235848316373	0.753750729588577	7.53	6.594	ASO_G0272888_AD_07	AC013394.2	0.211
chr3_158105537_158105760_+	p002@RSRC1	13.132	0.300757748886741	0.373223292897583	0.753750729588577	1.443	1.187	ASO_G0272888_AD_07	AC013394.2	0.995
chr14_24115109_24115292_+	p005@DCAF11	106.72	-0.171060269433906	0.3733739139263	0.753974065203591	9.175	9.935	ASO_G0272888_AD_07	AC013394.2	-0.703
chr6_70667848_70668067_+	p002@SMAP1	329.925	0.11214370839355	0.373416957472413	0.754005498896282	33.551	30.158	ASO_G0272888_AD_07	AC013394.2	0.667
chr22_50327050_50327349_+	p001@CATG00000058079.1	12.132	-0.352587339790603	0.373619153292007	0.754358265431975	0.889	1.155	ASO_G0272888_AD_07	AC013394.2	-0.788
chr8_144950708_144951007_-	p001@ZNF16	74.905	0.147376589073245	0.373676356156862	0.754418252597149	7.76	6.823	ASO_G0272888_AD_07	AC013394.2	0.972
chr1_28505894_28506131_+	p001@RCC1;p001@SNHG3	1903.356	0.206897151171287	0.373733808730223	0.754448117347577	204.649	173.164	ASO_G0272888_AD_07	AC013394.2	0.47
chr8_143986430_143986597_-	p015@PARP10	56.256	0.196332581380061	0.37374613560814	0.754448117347577	5.947	5.106	ASO_G0272888_AD_07	AC013394.2	0.553
chr11_69640824_69641123_-	p001@CATG00000006018.1	18.502	0.254684394419286	0.373806594226552	0.754459160942249	2.021	1.676	ASO_G0272888_AD_07	AC013394.2	0.579
chr12_6493227_6493526_+	p003@NCAPD2	133.945	0.15805691925774	0.373800141552245	0.754459160942249	14.015	12.223	ASO_G0272888_AD_07	AC013394.2	0.575
chr1_15153613_15153912_+	p004@TMEM51	166.407	-0.193135752043831	0.373841520254968	0.754470901110283	13.899	15.57	ASO_G0272888_AD_07	AC013394.2	-0.304
chr1_9588599_9588762_+	p002@TMEM201	9.125	0.410478809978047	0.373888055715116	0.754470901110283	1.083	0.817	ASO_G0272888_AD_07	AC013394.2	1.118
chr3_10312569_10312868_-	p007@SEC13	23.524	-0.406134905654714	0.373894893925102	0.754470901110283	1.72	2.245	ASO_G0272888_AD_07	AC013394.2	-0.828
chr17_43024936_43025235_-	p001@VAT1	12.749	0.315410894973808	0.373924990173945	0.754476151129648	1.472	1.146	ASO_G0272888_AD_07	AC013394.2	0.257
chr16_55488489_55488788_+	p011@MMP2	18.219	-0.314507792062649	0.373978589986203	0.75449338537837	1.395	1.72	ASO_G0272888_AD_07	AC013394.2	-0.341
chr1_44819847_44820146_-	p001@RNU5E-6P	277.191	0.569451804750075	0.373988521843832	0.75449338537837	36.975	24.425	ASO_G0272888_AD_07	AC013394.2	0.886
chr19_9140247_9140412_+	p001@ZNF317	148.465	0.126400931519399	0.374054869556214	0.754516294875924	15.209	13.536	ASO_G0272888_AD_07	AC013394.2	0.374
chr6_25279250_25279549_+	p003@LRRC16A	142.489	-0.12327170579857	0.374045982619136	0.754516294875924	12.551	13.275	ASO_G0272888_AD_07	AC013394.2	0.022
chr11_67117874_67118062_+	p002@KDM2A	44.086	-0.474949022874083	0.374321523983317	0.754532277663121	3.059	4.207	ASO_G0272888_AD_07	AC013394.2	-0.807
chr17_2303767_2303934_-	p001@SMG6	230.279	-0.123170355906616	0.374337758394582	0.754532277663121	20.076	21.458	ASO_G0272888_AD_07	AC013394.2	0.266
chr1_145859059_145859230_-	p002@PIAS3	149.942	-0.135417506743155	0.374114461744763	0.754532277663121	13.047	13.957	ASO_G0272888_AD_07	AC013394.2	-0.7
chr3_17742465_17742697_-	p003@TBC1D5	637.08	-0.0956298238066815	0.374245269883136	0.754532277663121	57.088	59.154	ASO_G0272888_AD_07	AC013394.2	0.305
chr5_149404036_149404335_-	p007@IL17B	8.242	0.378554532521519	0.374321657131439	0.754532277663121	1.001	0.734	ASO_G0272888_AD_07	AC013394.2	-0.921
chr6_44113990_44114289_-	p001@RP5-1120P11.1	17.842	-0.457369667514096	0.37432228764006	0.754532277663121	1.258	1.711	ASO_G0272888_AD_07	AC013394.2	-0.844
chr7_141551260_141551559_+	p004@AGK	158.16	-0.133392747480098	0.374330612026054	0.754532277663121	13.836	14.714	ASO_G0272888_AD_07	AC013394.2	-0.37
chr8_143684337_143684636_+	p002@ZNF707	111.771	0.13957628191511	0.374196640319469	0.754532277663121	11.545	10.216	ASO_G0272888_AD_07	AC013394.2	0.444
chrM_620_800_+	p001@MT-RNR1	14611.757	0.244411134504894	0.374160526586048	0.754532277663121	1606.679	1324.89	ASO_G0272888_AD_07	AC013394.2	0.848
chrX_103962500_103962799_+	p006@TMSB15B	94.998	0.191804655182675	0.374183619713543	0.754532277663121	10.123	8.65	ASO_G0272888_AD_07	AC013394.2	1.224
chr16_69339539_69339709_+	p002@NIP7	48.356	-0.264738219984204	0.374425362608739	0.75465342455721	3.927	4.522	ASO_G0272888_AD_07	AC013394.2	-0.911
chr15_41558843_41559007_+	p002@TYRO3	18.214	0.339550017569107	0.374493408622493	0.754679711097146	2.059	1.642	ASO_G0272888_AD_07	AC013394.2	1.17
chr1_185157233_185157388_+	p006@SWT1	21.665	-0.261120964811768	0.374475856416142	0.754679711097146	1.764	2.036	ASO_G0272888_AD_07	AC013394.2	-0.738
chr2_203190540_203190839_+	p001@AC011737.2	7959.434	-0.188177319809272	0.374530956801676	0.75469995488286	670.926	742.919	ASO_G0272888_AD_07	AC013394.2	-0.748
chr1_31296882_31297181_+	p001@ZCCHC17	538.251	-0.139350527622219	0.374639163528889	0.754807142907214	46.739	50.13	ASO_G0272888_AD_07	AC013394.2	-0.545
chr7_111562342_111562641_-	p001@IMMP2L	83.782	-0.160881801135327	0.374611854654036	0.754807142907214	7.148	7.826	ASO_G0272888_AD_07	AC013394.2	0.385
chr8_20197231_20197530_+	p001@ATP6V1B2	1316.609	-0.122841761069109	0.374699261973762	0.754872802864841	115.495	122.468	ASO_G0272888_AD_07	AC013394.2	-0.903
chr6_26365224_26365398_+	p002@BTN3A2	77.226	0.155149576345187	0.374780106559281	0.754980245492089	8.13	7.025	ASO_G0272888_AD_07	AC013394.2	0.397
chr10_132537637_132537809_+	p001@INPP5A	183.253	-0.313869687513606	0.37485524963265	0.75502076520622	14.212	17.265	ASO_G0272888_AD_07	AC013394.2	-0.442
chr6_30345329_30345628_+	p002@RPP21	17.73	-0.29422328375169	0.374837674334514	0.75502076520622	1.38	1.67	ASO_G0272888_AD_07	AC013394.2	-1.258
chr2_204545338_204545513_+	p003@PARD3B	88.522	-0.223730720586505	0.374904598344878	0.75506474005004	7.243	8.327	ASO_G0272888_AD_07	AC013394.2	0.136
chr16_1965032_1965208_+	p003@SNHG9	14.901	-0.349840131640146	0.374944790337572	0.755090267991583	1.118	1.414	ASO_G0272888_AD_07	AC013394.2	-0.515
chr13_24160570_24160739_+	p009@SPATA13	196.716	0.118151058383879	0.375025195746291	0.755196770857414	20.011	17.968	ASO_G0272888_AD_07	AC013394.2	0.919
chr3_194584013_194584163_+	p003@TMEM44-AS1	37.856	0.19724983386133	0.375064199982702	0.75521989372801	4.092	3.437	ASO_G0272888_AD_07	AC013394.2	0.743
chr15_69452738_69452967_+	p004@RPLP1	22454.509	0.110960725716529	0.375165038449153	0.755367511929211	2276.792	2049.699	ASO_G0272888_AD_07	AC013394.2	0.299
chr11_62567373_62567672_-	p007@EEF1G	31.115	-0.445517023411736	0.375344381033144	0.75539605133337	2.22	2.97	ASO_G0272888_AD_07	AC013394.2	-1.136
chr12_2255803_2256076_+	p002@CATG00000007659.1	48.04	0.35602300934234	0.375290313531035	0.75539605133337	5.726	4.317	ASO_G0272888_AD_07	AC013394.2	0.926
chr16_28925944_28926243_-	p003@RABEP2	13.628	0.373435483997948	0.375256357970395	0.75539605133337	1.594	1.213	ASO_G0272888_AD_07	AC013394.2	1.019
chr1_159925493_159925525_-	p003@TAGLN2;p003@CCDC19	4346.364	-0.0991032492242369	0.375245525825874	0.75539605133337	387.35	403.577	ASO_G0272888_AD_07	AC013394.2	-0.772
chr1_184037577_184037876_-	p002@COLGALT2	12.091	-0.369516483657225	0.37527616926382	0.75539605133337	0.904	1.147	ASO_G0272888_AD_07	AC013394.2	-1.458
chr2_216633408_216633457_+	p009@IGFBP2	122.226	-0.256768223129519	0.37532835616991	0.75539605133337	9.777	11.511	ASO_G0272888_AD_07	AC013394.2	-0.974
chr19_18557626_18557797_+	p001@KXD1	260.715	0.155178775098536	0.375440546686359	0.755534177296889	27.229	23.687	ASO_G0272888_AD_07	AC013394.2	0.58
chr12_53985992_53986222_+	p006@HOXC10	15.661	0.314880541496223	0.37548784545319	0.755573950801568	1.778	1.405	ASO_G0272888_AD_07	AC013394.2	0.98
chr13_106567987_106568286_-	p002@ARGLU1	1383.476	-0.189103044637833	0.375550267907167	0.755588745629487	116.554	129.027	ASO_G0272888_AD_07	AC013394.2	-0.835
chr2_173965223_173965522_-	p003@SP3	111.92	-0.162134806080612	0.375548079580127	0.755588745629487	9.665	10.468	ASO_G0272888_AD_07	AC013394.2	-0.714
chr3_100709184_100709347_+	p001@TFG	23.103	-0.271332122414363	0.375624669013556	0.755683030967814	1.886	2.164	ASO_G0272888_AD_07	AC013394.2	-0.642
chr19_15379801_15379964_-	p001@AKAP8	74.829	0.170735535596336	0.375685029487422	0.75570990576503	7.915	6.811	ASO_G0272888_AD_07	AC013394.2	0.62
chr20_1135075_1135374_+	p004@PSMF1	14.839	-0.324836442772268	0.375728036497961	0.75570990576503	1.112	1.406	ASO_G0272888_AD_07	AC013394.2	-0.725
chr2_160493356_160493655_-	p005@RBMS1	304.767	-0.134072112212536	0.375803264242178	0.75570990576503	26.513	28.377	ASO_G0272888_AD_07	AC013394.2	-0.465
chr3_47475787_47476086_-	p002@SCAP	508.837	-0.0999007310514226	0.375749067904351	0.75570990576503	45.2	47.384	ASO_G0272888_AD_07	AC013394.2	-0.289
chr6_24719004_24719303_-	p006@C6orf62	35.324	-0.430936193420063	0.375802182146241	0.75570990576503	2.541	3.344	ASO_G0272888_AD_07	AC013394.2	-0.938
chrX_1392352_1392570_+	p002@ASMTL-AS1;p001@LINC00106	38.035	0.235580341931941	0.375693688764838	0.75570990576503	4.233	3.443	ASO_G0272888_AD_07	AC013394.2	0.73
chr2_176637620_176637779_-	p003@AC017048.3	11.8	0.340995014070873	0.375917478938358	0.755884189898695	1.37	1.059	ASO_G0272888_AD_07	AC013394.2	0.642
chr6_96521550_96521849_-	p001@UFL1-AS1	10.589	-0.403673193807558	0.375972363632726	0.755939158151057	0.822	1.002	ASO_G0272888_AD_07	AC013394.2	-1.005
chr10_22321377_22321414_+	p004@BMI1	25.24	-0.558613304655177	0.376045488426223	0.755976124896171	1.646	2.418	ASO_G0272888_AD_07	AC013394.2	-1.268
chr10_31318668_31318856_+	p002@ZEB1	65.001	0.157444277139566	0.376238691655078	0.755976124896171	6.779	5.917	ASO_G0272888_AD_07	AC013394.2	0.962
chr11_128905559_128905858_-	p004@C11orf45	15.454	-0.339172035353983	0.376172551825967	0.755976124896171	1.156	1.462	ASO_G0272888_AD_07	AC013394.2	-1.323
chr15_37099154_37099298_-	p010@MEIS2	41.254	-0.207125328336747	0.376229685649697	0.755976124896171	3.416	3.865	ASO_G0272888_AD_07	AC013394.2	-0.115
chr17_48892644_48892821_+	p001@ATP5G1	654.166	0.141537638037948	0.376061995044669	0.755976124896171	67.619	59.684	ASO_G0272888_AD_07	AC013394.2	0.857
chr22_50261533_50261732_-	p001@TUBGCP6;p004@MAPK12	145.779	-0.441056545146009	0.376077572344932	0.755976124896171	10.436	13.853	ASO_G0272888_AD_07	AC013394.2	-1.432
chr3_36944930_36945023_-	p004@TRANK1	23.468	-0.280276783609085	0.376102886632479	0.755976124896171	1.846	2.219	ASO_G0272888_AD_07	AC013394.2	-0.221
chr3_51942870_51943154_+	p002@PARP3	151.331	-0.142186963498579	0.376220964503853	0.755976124896171	13.179	14.092	ASO_G0272888_AD_07	AC013394.2	-1.087
chr4_170090099_170090379_-	p003@AADAT	75.868	-0.208875327505618	0.376194748542276	0.755976124896171	6.283	7.116	ASO_G0272888_AD_07	AC013394.2	-0.801
chr6_145814745_145815044_+	p001@RP11-545I5.3	13.914	0.31589374242149	0.376268419178707	0.75598050158756	1.574	1.255	ASO_G0272888_AD_07	AC013394.2	0.673
chr2_64144270_64144569_-	p001@PELI1	82.616	-0.175079535554995	0.376350781723309	0.756035270956759	6.957	7.722	ASO_G0272888_AD_07	AC013394.2	-0.897
chr3_121834908_121835207_-	p001@IQCB1	112.43	0.129034649799595	0.376328706729003	0.756035270956759	11.59	10.269	ASO_G0272888_AD_07	AC013394.2	0.812
chr11_127003244_127003536_-	p002@KIRREL3	18.973	-0.301189282857633	0.376506654346801	0.756167745142256	1.502	1.787	ASO_G0272888_AD_07	AC013394.2	0.14
chr16_29995540_29995839_+	p005@INO80E	14.451	0.334339923679648	0.376526951263576	0.756167745142256	1.701	1.299	ASO_G0272888_AD_07	AC013394.2	1.051
chr2_180980224_180980482_+	p004@UBE2E3	556.186	-0.176915519504089	0.376490698627276	0.756167745142256	47.106	51.968	ASO_G0272888_AD_07	AC013394.2	-0.535
chr7_12211082_12211263_+	p002@TMEM106B	56.402	-0.190464395274897	0.376524459470434	0.756167745142256	4.733	5.28	ASO_G0272888_AD_07	AC013394.2	-0.782
chr20_3868830_3869129_+	p011@MAVS	15.153	-0.502859264412138	0.376653552202967	0.756366639297594	1.02	1.451	ASO_G0272888_AD_07	AC013394.2	-0.631
chr10_50739707_50740006_-	p002@PGGT1BP1	11.067	0.332537260245272	0.376811469381777	0.756628386602176	1.263	0.993	ASO_G0272888_AD_07	AC013394.2	-0.504
chr19_45691799_45692094_-	p007@SNRPD2	2624.683	-0.14886537851633	0.376920494648586	0.756783067982073	226.776	244.766	ASO_G0272888_AD_07	AC013394.2	-0.986
chr1_1231851_1232023_-	p003@SDF4	1938.458	0.111747869496637	0.376943659967894	0.756783067982073	196.729	176.906	ASO_G0272888_AD_07	AC013394.2	0.907
chr7_66682151_66682315_+	p002@RABGEF1	129.026	0.125407142954321	0.377020698757523	0.756882361153353	13.153	11.809	ASO_G0272888_AD_07	AC013394.2	0.824
chr19_7515953_7516252_+	p001@PNPLA6;p003@ZNF358	438.167	-0.632668284144982	0.377097106604368	0.756980373250218	27.845	41.975	ASO_G0272888_AD_07	AC013394.2	-2.161
chr10_68338469_68338768_+	p012@HNRNPH3	16.502	-0.450051561883345	0.377156009037649	0.756987861615136	1.156	1.574	ASO_G0272888_AD_07	AC013394.2	-1.035
chr19_34364826_34365001_+	p004@GPI	61.611	0.228040818058052	0.377143757265638	0.756987861615136	6.735	5.586	ASO_G0272888_AD_07	AC013394.2	0.629
chr5_139293859_139294123_+	p011@MATR3	116.379	-0.135858746560618	0.377193748187525	0.75700823842711	10.107	10.845	ASO_G0272888_AD_07	AC013394.2	-0.92
chr12_95858815_95859114_+	p001@SNRPF	2357.982	-0.115206075055382	0.377540858436436	0.757161042430499	207.912	219.227	ASO_G0272888_AD_07	AC013394.2	-0.731
chr13_42992091_42992390_-	p003@EPSTI1	63.245	0.250874739261181	0.37732664047434	0.757161042430499	6.963	5.711	ASO_G0272888_AD_07	AC013394.2	0.713
chr16_28824149_28824285_+	p008@ATXN2L	19.677	0.279737681364615	0.377450086045525	0.757161042430499	2.26	1.771	ASO_G0272888_AD_07	AC013394.2	0.23
chr17_40287733_40288032_+	p001@CDC6	647.589	0.136798463774373	0.377424651075876	0.757161042430499	66.703	58.984	ASO_G0272888_AD_07	AC013394.2	0.779
chr19_1095225_1095524_-	p004@POLR2E	2825.195	0.0925399241210264	0.377545808956544	0.757161042430499	283.261	258.408	ASO_G0272888_AD_07	AC013394.2	0.883
chr2_23926925_23927099_-	p005@ATAD2B	18.865	0.282397855622879	0.37748292506503	0.757161042430499	2.167	1.704	ASO_G0272888_AD_07	AC013394.2	0.744
chr3_19947159_19947250_+	p003@RAB5A	170.842	-0.22764059088409	0.377535581987385	0.757161042430499	13.945	16.042	ASO_G0272888_AD_07	AC013394.2	-1.135
chr4_120066677_120066976_-	p003@MAD2L1	951.795	-0.12474818229001	0.377507881560598	0.757161042430499	83.53	88.702	ASO_G0272888_AD_07	AC013394.2	-0.303
chr7_47979644_47979821_-	p001@HUS1	27.156	0.214689141900416	0.377418214552961	0.757161042430499	2.94	2.464	ASO_G0272888_AD_07	AC013394.2	0.843
chr9_111038606_111038849_-	p007@LPAR1	685.623	-0.108881268117579	0.377315923523726	0.757161042430499	60.767	63.681	ASO_G0272888_AD_07	AC013394.2	-0.415
chr15_70892283_70892582_-	p001@THAP10	93.529	0.167518634756317	0.377657268303304	0.757329223875399	9.785	8.515	ASO_G0272888_AD_07	AC013394.2	0.566
chr10_22316431_22316601_+	p002@COMMD3-BMI1	60.645	0.165220951920605	0.377849568957366	0.757386579260809	6.307	5.525	ASO_G0272888_AD_07	AC013394.2	0.659
chr11_16744474_16744773_+	p009@C11orf58	14.462	-0.428532506996068	0.378137973747719	0.757386579260809	1.035	1.38	ASO_G0272888_AD_07	AC013394.2	-1.059
chr11_70270540_70270839_+	p003@PPFIA1	336.645	-0.272478416704241	0.377935899451762	0.757386579260809	26.863	31.601	ASO_G0272888_AD_07	AC013394.2	-0.99
chr12_19439342_19439528_+	p003@AEBP2	75.447	-0.163734552585171	0.377752131399977	0.757386579260809	6.467	7.055	ASO_G0272888_AD_07	AC013394.2	-0.746
chr14_52695638_52695811_-	p002@ERO1L	302.047	-0.501018545268933	0.378083906652355	0.757386579260809	20.86	28.83	ASO_G0272888_AD_07	AC013394.2	-1.59
chr16_28823819_28824118_-	p001@RP11-1348G14.5	15.209	0.363045983602756	0.377782698867751	0.757386579260809	1.832	1.366	ASO_G0272888_AD_07	AC013394.2	0.4
chr16_4351282_4351446_-	p004@PAM16	263.931	-0.0994043138446581	0.37811951212493	0.757386579260809	23.352	24.528	ASO_G0272888_AD_07	AC013394.2	-0.413
chr16_48610011_48610310_-	p003@N4BP1	160.001	-0.290996773495413	0.3780394834152	0.757386579260809	12.601	15.063	ASO_G0272888_AD_07	AC013394.2	-1.207
chr17_45585063_45585362_+	p001@DND1P1	17.911	0.254474843178839	0.377986832715394	0.757386579260809	1.982	1.619	ASO_G0272888_AD_07	AC013394.2	0.934
chr20_21126067_21126231_+	p002@PLK1S1	110.813	-0.129664236810125	0.378095088225704	0.757386579260809	9.738	10.324	ASO_G0272888_AD_07	AC013394.2	-0.208
chr20_34876430_34876596_+	p008@ACSS2	57.604	-0.304931658114566	0.378006483493951	0.757386579260809	4.499	5.45	ASO_G0272888_AD_07	AC013394.2	-0.513
chr22_21952698_21952997_-	p001@PPM1F	450.09	-0.185807479646864	0.377847527713331	0.757386579260809	37.92	41.929	ASO_G0272888_AD_07	AC013394.2	-0.704
chr5_154445847_154446146_+	p002@SAP30L	183.749	-0.541026332972861	0.378161606443584	0.757386579260809	12.358	17.562	ASO_G0272888_AD_07	AC013394.2	-1.658
chr6_156777228_156777519_+	p002@ARID1B	41.259	-0.269334219638831	0.377856815307776	0.757386579260809	3.279	3.9	ASO_G0272888_AD_07	AC013394.2	-0.166
chr8_42897145_42897444_-	p001@RNF170	19.104	-0.273600450551658	0.378162168289693	0.757386579260809	1.555	1.793	ASO_G0272888_AD_07	AC013394.2	-0.483
chr9_115090905_115091068_-	p011@TNC	44.193	-0.448601644612626	0.378054965390469	0.757386579260809	3.158	4.241	ASO_G0272888_AD_07	AC013394.2	-0.278
chr9_78031145_78031372_-	p005@GNAQ	17.695	-0.308141834944006	0.377976940766271	0.757386579260809	1.307	1.676	ASO_G0272888_AD_07	AC013394.2	-0.53
chrX_153972289_153972580_-	p002@HCFC1	16.461	-0.330401187429596	0.378182679531781	0.757386579260809	1.249	1.558	ASO_G0272888_AD_07	AC013394.2	-0.758
